Distance,Average Speed,Average Heart Rate,Max Speed,Max Heart Rate,Idle Time,Moving Time,Relative Effort
1.61,3.5379867553710938,135.27291870117188,4.535003662109375,150.0,4,457,1.0
8.28,3.759255886077881,144.86700439453125,4.606054782867432,158.0,0,2203,16.0
17.72,4.111505508422852,137.0104522705078,7.119999885559082,176.0,1310,4311,32.0
11.37,3.6530442237854,151.6544647216797,4.098307132720947,167.0,0,3114,47.0
1.63,3.6888036727905273,139.97291564941406,5.587988376617432,150.0,0,443,2.0
4.83,3.5582706928253174,152.52317810058594,4.775704383850098,168.0,0,1359,21.0
14.49,4.112329959869385,150.47174072265625,6.179883003234863,173.0,31,3524,48.0
9.67,3.512233257293701,142.21774291992188,6.767968654632568,159.0,101,2754,17.0
6.63,3.613956212997437,133.33096313476562,5.389990329742432,158.0,570,1835,7.0
4.93,3.673137187957764,121.2535400390625,4.382006645202637,164.0,45,1342,12.0
2.55,3.1563737392425537,137.10409545898438,4.1471381187438965,150.0,26,808,3.0
1.62,3.0178439617156982,125.0984878540039,3.900000095367432,144.0,45,538,1.0
1.62,3.4353489875793457,142.0572052001953,4.2028632164001465,158.0,69,473,3.0
3.06,4.394476413726807,173.00877380371094,8.418017387390137,193.0,67,697,35.0
12.08,3.650356531143189,146.98458862304688,5.006673336029053,172.0,462,3310,30.0
3.43,3.389338493347168,126.1095733642578,4.191992282867432,144.0,0,1013,3.0
9.67,3.946207284927368,158.4031219482422,8.5,179.0,187,2452,77.0
0.83,3.610217332839966,122.32173919677734,4.205004692077637,135.0,0,230,0.0
4.91,3.650520086288452,150.09071350097656,4.400000095367432,173.0,26,1346,31.0
8.14,3.703289270401001,147.2061004638672,4.774023532867432,162.0,0,2198,24.0
17.71,4.105988502502441,158.27142333984375,6.862109184265137,181.0,1297,4315,88.0
1.62,3.053733587265014,127.69024658203124,4.372009277,139.0,16,533,1.0
6.78,3.609792232513428,142.12693786621094,5.081933498382568,167.0,112,1878,12.0
8.14,3.691771507263184,156.09288024902344,5.369970798492432,175.0,0,2207,64.0
17.72,3.874260902404785,147.66725158691406,6.324023246765137,178.0,988,4574,48.0
8.06,3.641824722290039,141.82139587402344,4.559999942779541,152.0,33,2214,12.0
16.12,3.816207408905029,149.74911499023438,6.011914253234863,162.0,173,4224,50.0
5.01,4.660083770751953,144.16249084472656,5.698404788970947,157.0,0,1077,7.0
11.32,3.9469850063323975,150.54116821289062,9.0,170.0,89,2869,44.0
11.27,3.87208104133606,152.34339904785156,7.767159461975098,183.0,732,2912,70.0
8.65,3.6731438636779785,151.6140137,5.099999904632568,170.0,0,2357,55.0
8.89,3.8359551429748535,151.8586883544922,4.702484130859375,164.0,7,2319,35.0
16.12,3.699662685394287,158.99403381347656,4.714062690734863,185.0,223,4357,89.0
4.03,3.670454502105713,143.65786743164062,4.400000095367432,157.0,0,1100,8.0
9.71,3.879616737365722,148.6729278564453,4.947949409484863,162.0,3,2504,26.0
9.66,3.5897436141967773,143.26597595214844,4.683007717132568,160.0,40,2692,16.0
11.28,3.5782270431518555,138.9876251220703,4.452050685882568,157.0,196,3153,19.0
1.62,3.2357568740844727,98.72267150878906,4.781994819641113,151.0,36,502,1.0
1.7,3.421064138412476,162.46385192871094,4.099996089935303,178.0,0,498,12.0
3.23,3.4858083724975586,143.3275909423828,3.795454502105713,154.0,0,928,5.0
3.42,3.973205566,160.13589477539062,7.154004096984863,175.0,0,861,19.0
11.28,3.629237651824951,145.45870971679688,4.739999771118164,164.0,49,3109,30.0
3.23,3.583259344100952,140.1254119873047,4.360000133514404,157.0,27,902,6.0
17.72,4.090874671936035,149.94435119628906,5.720052242279053,168.0,290,4333,52.0
6.49,5.102584362030029,157.79290771484375,7.196655273,181.0,0,1273,26.0
2.43,4.4121599197387695,137.67831420898438,6.5,157.0,409,551,6.0
0.8,3.4826722145080566,128.02154541015625,4.536666393280029,141.0,0,232,0.0
14.72,3.679380178451538,144.79859924316406,6.108007907867432,165.0,953,4002,33.0
2.74,3.807905673980713,158.25869750976562,4.800000190734863,176.0,4,721,22.0
9.67,3.696167469024658,144.72161865234375,4.793993949890137,156.0,109,2617,19.0
5.73,3.186063289642334,144.93836975097656,3.700000047683716,170.0,495,1801,29.0
6.49,5.219180583953857,151.0128631591797,7.084000587463379,166.0,0,1245,20.0
14.75,3.581461191177368,147.2241668701172,5.659960746765137,167.0,116,4120,44.0
19.33,3.9873533248901367,143.9786376953125,6.564062595367432,174.0,1147,4848,49.0
3.22,3.5332677364349365,138.6282958984375,6.272000312805176,155.0,0,912,5.0
4.04,3.624475479125977,137.00718688964844,5.349999904632568,164.0,0,1115,14.0
3.23,3.686902046203613,145.8363800048828,5.260000228881836,163.0,10,878,9.0
8.12,3.675049781799317,147.1158447265625,5.119995117,169.0,0,2210,23.0
12.89,4.365414619445801,156.18997192382812,5.690039157867432,183.0,0,2953,57.0
6.44,3.321246862411499,139.23040771484375,4.775976657867432,156.0,56,1941,9.0
8.06,3.7405054569244394,147.75103759765625,4.713745117,164.0,28,2157,23.0
1.62,3.605444431304932,138.5,4.136999607086182,156.0,20,450,2.0
4.84,3.32788610458374,161.11119079589844,4.464013576507568,181.0,0,1457,37.0
3.23,3.4937431812286377,148.7967529296875,4.659999847412109,165.0,0,927,12.0
11.34,3.709578037261963,155.36331176757812,5.533999919891357,173.0,59,3058,55.0
6.45,3.1177778244018555,128.2578887939453,5.400000095367432,156.0,384,2070,9.0
4.94,3.615321397781372,153.19537353515625,4.334444046020508,175.0,60,1368,24.0
9.66,3.6143531799316406,130.0056152,4.4585723876953125,143.0,0,2674,10.0
10.09,3.978683233261109,161.35911560058594,10.048047065734863,186.0,7,2536,57.0
1.62,3.336419582366944,146.8090362548828,4.112011909484863,159.0,13,486,5.0
5.02,4.166971206665039,156.4133301,6.964000225067139,175.0,14,1205,21.0
12.88,3.8528223037719727,143.65469360351562,5.632031440734863,165.0,35,3345,25.0
12.89,3.892778396606445,150.90304565429688,4.816015720367432,168.0,0,3311,50.0
7.26,3.819389820098877,148.00367736816406,4.990038871765137,171.0,0,1901,23.0
3.23,3.515484094619751,166.3806915283203,12.615991592407228,197.0,3,919,25.0
9.66,3.675022840499878,148.2976074,5.188313961029053,166.0,175,2630,31.0
8.17,3.821113109588623,148.77139282226562,5.554286479949951,170.0,12,2138,43.0
5.05,3.582517623901367,153.73687744140625,5.9240007400512695,187.0,25,1410,36.0
10.21,3.719665050506592,138.8293914794922,7.141601563,156.0,339,2746,14.0
16.11,3.856244564056397,149.02279663085938,6.584263324737549,176.0,364,4178,52.0
3.32,3.3541371822357178,133.17515563964844,7.893994331359863,145.0,0,991,3.0
1.62,3.654549360275269,131.02928161621094,4.252502441,144.0,0,444,1.0
0.93,3.8110976219177246,134.81092834472656,5.685998439788818,153.0,214,246,1.0
12.92,3.5250558853149414,145.8437042236328,7.818359375,172.0,553,3665,41.0
9.66,3.740615606307984,158.0731658935547,5.038085938,178.0,0,2583,52.0
4.84,3.700053215026856,149.8059844970703,4.787988185882568,167.0,0,1310,18.0
8.36,3.5626277923583984,145.64581298828125,4.359997749328613,158.0,41,2348,17.0
2.02,3.603024959564209,146.58363342285156,4.099999904632568,173.0,159,562,10.0
0.82,3.467510461807251,147.65823364257812,4.615560054779053,165.0,0,237,3.0
9.67,3.252640486,150.4461669921875,4.739999771118164,170.0,320,2973,45.0
7.2,3.772984266281128,165.36302185058594,5.400000095367432,184.0,48,1910,79.0
6.3,3.5118541717529297,138.3402099609375,4.604980469,150.0,5,1796,7.0
4.06,3.706386804580689,140.04017639160156,4.641666889190674,150.0,0,1096,4.0
9.67,3.677879095077514,157.34194946289062,4.659999847412109,176.0,57,2631,55.0
3.26,3.2268052101135254,153.77349853515625,3.948175668716431,183.0,50,1011,14.0
2.21,3.5928688049316406,148.02755737304688,3.900000095367432,166.0,0,617,12.0
2.43,2.592430591583252,108.2370147705078,9.0,151.0,256,938,4.0
3.26,3.573826789855957,126.2379379272461,4.678571224212647,151.0,6,912,3.0
3.23,3.816469908,136.8782501220703,13.187777519226074,147.0,0,847,3.0
14.76,4.183579921722412,151.57431030273438,6.192504883,178.0,314,3528,46.0
4.83,4.450138092041016,177.63478088378906,6.0,192.0,0,1087,65.0
0.4,5.581944465637207,153.53521728515625,6.699999809265137,169.0,0,72,1.0
2.42,3.161276102,175.4205780029297,3.660003662109375,185.0,0,768,30.0
8.87,3.605678796768189,143.2155303955078,4.935998439788818,160.0,9,2460,16.0
8.23,3.5154569149017334,139.96282958984375,4.619999885559082,156.0,27,2342,14.0
3.25,3.660698175430298,154.51300048828125,4.78000021,169.0,33,888,16.0
12.88,3.796163797,142.31231689453125,5.217968940734863,167.0,9,3394,23.0
8.45,3.602914333343506,136.43971252441406,4.568568706512451,148.0,0,2347,9.0
17.72,4.041525840759277,148.37059020996094,7.579882621765137,174.0,1253,4385,51.0
3.43,3.5874009132385254,145.81581115722656,4.476000785827637,157.0,17,958,8.0
3.24,3.6681878566741934,154.86636352539062,5.221972465515137,172.0,170,883,15.0
12.89,3.949332475662232,156.22879028320312,5.329980373382568,175.0,13,3265,94.0
8.15,3.716204881668091,165.88108825683594,4.745035648345947,183.0,12,2195,63.0
14.49,4.085255146026611,153.11380004882812,6.606770992279053,176.0,322,3549,57.0
8.16,3.8232927322387695,161.49273681640625,5.254004001617432,181.0,0,2135,49.0
8.07,3.767810344696045,144.96730041503906,4.758897781,167.0,113,2142,19.0
1.62,3.2216899394989014,152.14512634277344,3.4833333492279053,165.0,0,503,9.0
10.47,3.5783162117004395,143.4438018798828,4.584263324737549,169.0,48,2928,20.0
0.87,3.682353019714356,134.58119201660156,6.639999866485596,147.0,74,238,0.0
0.29,3.871999979019165,132.89332580566406,5.300000190734863,144.0,5,75,0.0
9.14,3.873269796,147.65174865722656,4.657995700836182,167.0,364,2361,32.0
6.62,3.690306425094605,150.67465209960938,4.599999904632568,178.0,1858,1795,42.0
9.66,3.716189861297608,141.9807586669922,6.002001762390137,156.0,25,2601,13.0
0.92,3.1641924381256104,135.51202392578125,11.911428451538086,144.0,0,291,1.0
1.72,3.5768051147460938,144.6804962158203,4.402001857757568,157.0,0,482,3.0
2.33,3.791105747222901,146.9626007080078,5.712011814117432,161.0,0,615,7.0
11.27,3.6536617279052734,156.80459594726562,5.199999809265137,189.0,104,3086,89.0
0.8,6.905172348022461,128.48275756835938,7.900000095367432,153.0,463,116,0.0
1.62,4.031683444976807,160.4678192138672,4.530002117156982,180.0,0,404,9.0
4.03,3.787058115005493,143.45155334472656,5.753326416015625,160.0,7,1064,8.0
7.25,3.844374895095825,138.52171325683594,4.721679688,165.0,6,1888,11.0
1.62,3.570591926574707,124.52631378173828,4.6685709953308105,139.0,0,456,1.0
12.89,3.8987722396850586,158.85031127929688,6.156738281,186.0,150,3307,110.0
10.47,3.9376702308654794,146.90679931640625,4.838012695,160.0,0,2661,24.0
4.84,3.5243306159973145,149.05963134765625,4.848580360412598,174.0,18,1374,15.0
11.66,4.268612384796143,145.63572692871094,6.759997367858887,173.0,772,2732,27.0
8.06,3.721204280853272,141.79556274414062,4.266015529632568,157.0,0,2167,13.0
1.61,4.596306800842285,168.04261779785156,5.5,181.0,0,352,17.0
12.98,3.976775884628296,146.1556854248047,6.689941406,173.0,392,3266,32.0
12.09,3.791849374771118,147.8780975341797,4.890014648,167.0,21,3190,35.0
1.62,3.810141324996948,125.12940979003906,4.552000045776367,138.0,0,425,1.0
21.13,3.661370277404785,148.11129760742188,5.529947757720947,183.0,492,5772,57.0
4.96,3.7606520652771,141.1477508544922,6.699999809265137,159.0,2027,1319,19.0
12.9,4.279071331,148.02886962890625,6.179999828338623,167.0,0,3015,36.0
16.13,3.740171432495117,146.41896057128906,4.78000021,161.0,142,4314,42.0
9.66,3.735123634338379,143.05567932128906,5.619999885559082,157.0,368,2588,20.0
14.49,3.824202060699463,151.76373291015625,6.356054782867432,175.0,617,3791,57.0
8.86,3.7763285636901855,162.78492736816406,4.861653804779053,191.0,0,2348,56.0
10.47,3.607189893722534,140.56459045410156,4.411702632904053,151.0,3,2904,13.0
16.11,4.119251251220703,146.49961853027344,6.122070313,170.0,2921,3912,45.0
0.34,2.9782052040100098,128.43624877929688,3.8333332538604736,143.0,31,117,0.0
8.06,3.800805807113648,141.1506805419922,5.559985160827637,156.0,149,2122,10.0
11.29,3.517908811569214,144.59800720214844,5.265917778015137,164.0,228,3209,25.0
4.84,3.685681581497192,148.65802001953125,5.295996189117432,162.0,23,1313,16.0
3.26,3.5999999046325684,160.47572326660156,4.760000228881836,172.0,12,907,23.0
1.62,3.405945301055908,136.2962188720703,4.284993648529053,155.0,0,476,2.0
3.62,3.546917676925659,141.0597381591797,5.391642093658447,159.0,0,1022,7.0
10.47,3.567771673202514,144.34060668945312,5.262109279632568,156.0,7,2935,18.0
0.79,3.0261363983154297,129.59315490722656,4.900000095367432,141.0,0,264,1.0
9.66,3.578407526016236,132.7379608154297,4.559999942779541,145.0,0,2700,10.0
24.14,4.167863368988037,151.2834014892578,5.984863281,171.0,0,5794,74.0
17.71,4.001432418823242,174.48622131347656,5.276692867279053,192.0,0,4426,174.0
3.45,3.69615626335144,131.73204040527344,6.346679688,144.0,295,934,3.0
12.89,3.781460762023926,145.71640014648438,6.631933689117432,166.0,58,3409,38.0
4.83,3.3841567039489746,160.5864258,3.7844510078430176,178.0,0,1429,34.0
17.71,3.880488395690918,147.81314086914062,5.317968845367432,163.0,0,4565,45.0
12.93,4.242529869,144.53970336914062,5.298047065734863,162.0,0,3048,23.0
5.3,4.056269169,121.5837402,8.100000381469727,147.0,4316,1308,4.0
8.85,3.850639581680298,151.57894897460938,4.133008003234863,169.0,0,2299,35.0
12.89,3.611316442489624,135.5865020751953,7.639999866485596,170.0,3549,3570,34.0
8.06,3.831496477127075,169.32508850097656,4.900000095367432,189.0,72,2105,99.0
1.51,3.3155360221862797,139.6345672607422,3.900000095367432,159.0,0,457,5.0
17.71,3.907726287841797,149.05801391601562,7.011914253234863,183.0,2118,4534,60.0
6.45,3.5697953701019287,147.76914978027344,4.397949219,162.0,125,1807,22.0
0.5,3.4229729175567627,130.4729766845703,4.400000095367432,152.0,5,148,1.0
9.67,3.6586453914642334,159.04428100585938,4.619999885559082,175.0,48,2643,61.0
4.84,3.440909147262573,153.17567443847656,4.478027344,165.0,0,1408,23.0
1.62,3.5873730182647705,138.3796844482422,4.35333252,152.0,0,453,2.0
8.55,3.5939266681671143,146.4327850341797,5.188086032867432,165.0,354,2381,22.0
14.5,3.926537752151489,151.13589477539062,5.137994289398193,173.0,0,3694,55.0
14.49,3.877912759780884,154.14170837402344,5.341634273529053,177.0,461,3737,59.0
11.28,3.7610795497894287,172.9393310546875,5.335001468658447,187.0,0,3001,109.0
9.11,3.593860387802124,141.6581268310547,4.718322754,153.0,11,2536,14.0
6.43,4.645093918,168.89523315429688,6.599999904632568,182.0,0,1386,68.0
4.04,3.9053332805633545,140.49371337890625,5.156005859,153.0,0,1035,5.0
12.88,3.8046839237213135,165.0596466064453,4.978353023529053,188.0,12,3386,93.0
9.67,3.946604251861572,166.29959106445312,6.040039063,181.0,0,2450,69.0
6.61,3.649083852767944,148.25,6.184033393859863,164.0,0,1812,19.0
4.03,3.5455660820007324,130.9166717529297,3.9842703342437744,148.0,7,1139,4.0
1.63,5.911552429199219,140.5036163330078,7.658333301544189,157.0,0,277,2.0
0.86,3.963210821151733,134.6192626953125,4.342001438140869,152.0,0,218,1.0
8.05,3.538783073425293,141.28382873535156,5.269999980926514,153.0,60,2276,10.0
7.8,3.5339972972869877,157.88546752929688,5.159999847412109,168.0,69,2209,51.0
4.04,3.939668655395508,148.126709,4.880000114440918,158.0,0,1026,13.0
9.69,3.487635612487793,131.57229614257812,4.277999877929688,149.0,14,2779,10.0
8.06,3.616971731185913,155.50942993164062,4.709960938,176.0,0,2229,41.0
3.22,3.836860895156861,139.62782287597656,4.5,152.0,60,841,11.0
1.65,3.5238890647888184,122.8094253540039,4.534008979797363,135.0,0,468,1.0
5.64,3.826153278,156.59075927734375,5.205714225769043,181.0,116,1474,45.0
11.27,3.6347193717956543,150.8958740234375,4.709960938,181.0,0,3102,40.0
13.11,3.314408540725708,158.06576538085938,6.5,190.0,34,3956,125.0
5.65,3.6747138500213614,145.86744689941406,4.666015625,175.0,22,1538,17.0
1.73,3.678389788,143.4543457,4.099999904632568,170.0,213,472,8.0
6.53,3.73891830444336,146.9473114013672,5.183984279632568,164.0,30,1747,32.0
6.45,3.5226023197174072,151.61538696289062,4.298047065734863,172.0,0,1833,38.0
11.27,3.380938768386841,158.41075134277344,6.303222656,179.0,410,3334,70.0
7.26,3.786553621292114,157.83889770507812,5.015991211,172.0,0,1918,39.0
1.28,3.610084056854248,132.01119995117188,4.400000095367432,151.0,0,357,3.0
1.73,3.1444666385650635,141.03993225097656,7.582000732421875,155.0,0,553,3.0
1.71,2.990156650543213,158.97909545898438,4.0916666984558105,174.0,374,574,18.0
1.63,3.5589301586151123,170.52735900878906,4.289990425109863,184.0,0,458,15.0
12.94,3.755140542984009,159.64498901367188,5.853906154632568,180.0,140,3447,75.0
8.12,3.6786601543426514,137.8157501220703,5.084000110626221,152.0,73,2209,10.0
4.93,3.703153133392334,153.53077697753906,4.400000095367432,174.0,0,1332,33.0
8.07,3.402275562286377,142.2126922607422,4.820000171661377,157.0,114,2373,17.0
12.9,3.995628595352173,156.9476776123047,7.054003715515137,176.0,385,3230,63.0
6.58,3.407982349395752,150.78140258789062,4.360005855560303,163.0,131,1933,27.0
14.5,4.149957180023193,151.85284423828125,8.062108993530273,169.0,36,3494,51.0
3.24,3.6069042682647705,151.411377,4.820000171661377,161.0,0,898,14.0
8.0,4.981195449829102,160.3775634765625,6.21999979,182.0,0,1606,40.0
10.29,3.563826322555542,149.7020721435547,5.195996284484863,161.0,17,2888,33.0
1.89,3.678488254547119,156.94369506835938,4.099999904632568,186.0,0,516,15.0
11.28,3.722890853881836,152.88185119628906,5.097949028015137,176.0,497,3030,48.0
0.4,5.782608509063721,153.30882263183594,6.900000095367432,168.0,0,69,1.0
8.05,3.551133155822754,154.1243896484375,4.379980564117432,164.0,11,2268,39.0
8.63,3.651995658874512,135.86886596679688,4.493994235992432,151.0,394,2365,11.0
9.67,3.5881826877593994,141.4149932861328,4.699999809265137,154.0,64,2696,14.0
6.73,3.6275229454040527,141.07534790039062,4.744995117,157.0,61,1857,10.0
3.12,3.726734161376953,146.3265838623047,4.409008979797363,166.0,229,839,9.0
9.67,3.635413646697998,149.43141174316406,4.679999828338623,171.0,70,2660,47.0
1.63,3.646420478820801,151.1879119873047,3.900000095367432,166.0,0,447,7.0
16.1,3.847976684570313,148.53057861328125,5.364062309265137,167.0,0,4186,47.0
11.79,3.613204717636109,143.87677001953125,4.659999847412109,160.0,93,3264,29.0
3.23,3.517195701599121,145.40760803222656,4.019995212554932,151.0,0,920,7.0
9.16,3.850727081298828,147.28811645507812,4.751953125,164.0,34,2380,22.0
8.11,3.6699411869049072,147.40452575683594,5.236653804779053,160.0,28,2210,23.0
8.92,3.4549710750579834,147.2526092529297,4.407000541687012,166.0,57,2583,24.0
4.86,3.579381227493286,162.93592834472656,4.605957031,183.0,100,1358,37.0
1.63,3.3123984336853027,141.19166564941406,7.119999885559082,158.0,23,492,3.0
13.69,3.717633008956909,153.80569458007812,5.466247559,173.0,146,3684,65.0
10.48,3.552710771560669,151.78189086914062,5.204003810882568,178.0,32,2951,45.0
0.99,4.715639591217041,178.37619018554688,5.699999809265137,188.0,0,211,12.0
1.62,3.0000922679901123,141.1826629638672,3.6357247829437256,147.0,0,542,2.0
10.85,3.0135090351104736,137.0394287109375,4.601422786712647,149.0,126,3602,15.0
1.63,3.165534019470215,133.96310424804688,4.158007621765137,153.0,0,515,2.0
6.59,3.501205444335937,144.36557006835938,4.497775554656982,161.0,0,1883,32.0
2.47,3.831284761428833,144.54025268554688,4.051989555358887,152.0,0,646,4.0
3.24,3.577174425125122,146.62803649902344,4.733984470367432,166.0,198,906,8.0
3.24,3.6877245903015137,138.7212677001953,4.47668457,152.0,4,879,4.0
3.2,3.951662540435791,170.93043518066406,6.491991996765137,191.0,18,812,40.0
8.2,3.651442289352417,146.08555603027344,4.442000389099121,166.0,24,2246,22.0
21.25,3.4506118297576904,139.5711212158203,5.363867282867432,171.0,201,6160,43.0
1.61,3.633752822875977,133.24044799804688,4.568338871002197,149.0,0,445,1.0
11.28,3.752999782562256,148.2979736328125,4.994042873382568,161.0,96,3007,32.0
1.61,3.5161521434783936,140.71739196777344,5.304003715515137,153.0,0,460,2.0
4.38,3.3618264198303223,130.55323791503906,8.166666984558105,161.0,134,1303,7.0
1.76,3.3705737590789795,125.97896575927734,3.8537445068359375,139.0,0,523,1.0
11.28,3.535087823867798,141.31285095214844,4.340000152587891,156.0,104,3192,18.0
21.12,3.569516897201538,148.2468262,5.883463382720947,174.0,405,5918,60.0
12.89,3.964718818664551,148.6065216064453,7.389941215515137,162.0,883,3253,35.0
1.06,3.499013185501098,120.35234832763672,4.199999809265137,133.0,16,304,1.0
1.23,3.4946022033691406,161.83522033691406,3.900000095367432,170.0,0,352,12.0
12.17,4.074522972106934,150.09744262695312,8.380000114440918,171.0,169,2987,42.0
1.62,4.093576908111572,147.9187774658203,10.151000022888184,158.0,3,397,3.0
